PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062830  ;2015-09-03;02:00; 00800  ;  165;     ;     ;  103;  137;  221;    7;   13;     ;     ;    4;    3;    3;    4;    3;    3;    4;    3;    1;    1;    3;    2;    3;   67;  204;    0;     ;     ;    4;     ;     ;    1;    2;    2;    0;    4;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    1;    0;     ;     ;   56;   56;     ;     ;  187;   59;    0;     ;  169;     ;     ;   86;  135;  237;   11;     ;     ;     ;     ;     ;     ;   58;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;062830  ;2015-09-03;02:00; 00900  ;  169;     ;     ;   99;  134;  220;    8;   14;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    1;    1;    4;    3;    4;   64;  246;    0;     ;     ;    9;     ;     ;    1;    5;    4;    0;    9;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    2;    0;     ;     ;   49;   49;     ;     ;  200;   58;    0;     ;  177;     ;     ;   82;  133;  235;   12;     ;     ;     ;     ;     ;     ;   54;     ;     ;     ;    4;    0;    0;
MSWRMOS ;mix  2015090218;062830  ;2015-09-03;02:00; 01000  ;  170;  174;   85;   97;  131;  221;    8;   15;   17;   17;    5;    4;    4;    5;    4;    4;    4;    4;    1;    1;    4;    4;    4;   62;  273;    1;    1;   31;   14;   18;   18;    1;    8;    5;    0;   14;    0;    0;    3;   10;    9;    0;   18;    0;    0;    4;   11;    9;    0;   18;    0;    1;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;    1;     ;   43;   43;     ;     ;  202;   56;    0;     ;  181;  179;   82;   81;  131;  234;   12;     ;     ;    4;     ;     ;     ;   52;    0;    0;     ;    6;    0;    0;
MSWRMOS ;mix  2015090218;062830  ;2015-09-03;02:00; 01100  ;  168;     ;     ;   98;  130;  225;    8;   15;     ;     ;    5;    5;    5;    5;    5;    5;    5;    5;    1;    1;    4;    4;    5;   63;  281;    0;     ;     ;   19;     ;     ;    2;   13;    6;    0;   19;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    4;    0;     ;     ;   39;   39;     ;     ;  179;   51;    0;     ;  181;     ;     ;   84;  129;  237;   12;     ;     ;     ;     ;     ;     ;   53;     ;     ;     ;    6;    0;    0;
MSWRMOS ;mix  2015090218;062830  ;2015-09-03;02:00; 01200  ;  164;     ;     ;  100;  129;  232;    7;   15;     ;     ;    5;    5;    5;    5;    5;    5;    5;    5;    1;    2;    4;    4;    5;   66;  274;    0;     ;     ;   24;     ;     ;    3;   18;    5;    0;   24;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    4;    0;     ;     ;   36;   36;     ;     ;  148;   46;    0;     ;  178;     ;     ;   88;  127;  241;   12;     ;     ;     ;     ;     ;     ;   56;     ;     ;     ;    5;    0;    0;
MSWRMOS ;mix  2015090218;062830  ;2015-09-03;02:00; 01300  ;  160;     ;     ;  103;  129;  239;    7;   14;   17;     ;    5;    5;    6;    5;    5;    5;    5;    5;    2;    3;    3;    3;    5;   69;  269;    0;    0;     ;   29;   45;     ;    4;   24;    5;    0;   28;    0;    0;    9;   36;    9;    1;   45;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    4;    0;     ;     ;   34;   34;     ;     ;  113;   41;    0;     ;  176;  182;   96;   93;  125;  246;   12;     ;   40;     ;   39;   10;    0;   58;    8;    8;     ;    5;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; OBS    ;   88;     ;     ;   80;     ;  220;    6;    8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   95;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00100  ;   85;     ;     ;   78;  135;  213;    7;    9;   10;     ;    2;    1;    1;    2;    1;    1;    2;    1;    0;    0;    2;    1;    1;   95;  179;    1;    1;     ;    3;    6;     ;    0;    2;    1;    0;    3;    0;    0;    1;    6;    2;    0;    6;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  106;     ;     ;   88;  136;  235;    8;     ;    0;     ;    0;    0;    0;   88;    1;    4;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00200  ;   85;     ;     ;   81;  133;  210;    7;   10;     ;     ;    3;    2;    2;    3;    2;    2;    3;    1;    1;    0;    3;    1;    2;   97;  193;    1;     ;     ;    5;     ;     ;    1;    3;    2;    0;    5;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  106;     ;     ;   88;  134;  228;    9;     ;     ;     ;     ;     ;     ;   88;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00300  ;   89;     ;     ;   84;  131;  207;    7;   10;     ;     ;    3;    2;    2;    3;    2;    2;    3;    1;    1;    0;    2;    1;    2;   97;  174;    1;     ;     ;    5;     ;     ;    1;    4;    1;    0;    5;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;     ;     ;    6;    6;     ;     ;     ;     ;    1;     ;  107;     ;     ;   89;  131;  221;    9;     ;     ;     ;     ;     ;     ;   88;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00400  ;  103;  149;   80;   94;  129;  208;    7;   10;   11;   12;    3;    2;    2;    3;    2;    2;    3;    2;    1;    1;    3;    1;    2;   94;  142;    1;    1;    2;    4;    7;   11;    0;    2;    2;    0;    4;    0;    0;    2;    5;    4;    0;    7;    0;    0;    4;   10;    6;    0;   11;    0;    0;   10;   20;   10;    1;   23;    0;    0;    3;   23;    2;    0;    0;    3;   18;   18;   44;     ;   20;   35;    1;    0;  113;  145;  104;   90;  130;  216;   10;     ;     ;    0;     ;     ;     ;   85;    3;    4;   73;    1;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00500  ;  122;     ;     ;   96;  128;  211;    9;   13;     ;     ;    3;    3;    3;    3;    3;    2;    3;    2;    1;    0;    3;    2;    2;   84;  202;    0;     ;     ;    3;     ;     ;    2;    2;    2;    0;    3;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    1;    0;     ;     ;   32;   32;     ;     ;   58;   43;    1;     ;  127;     ;     ;   91;  129;  213;   11;     ;     ;     ;     ;     ;     ;   79;     ;     ;     ;    4;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00600  ;  142;     ;     ;   99;  126;  213;   11;   16;     ;     ;    3;    3;    3;    3;    3;    2;    3;    2;    1;    0;    3;    2;    3;   75;  266;    0;     ;     ;    2;     ;     ;    0;    1;    1;    0;    0;    2;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   46;   46;     ;     ;  106;   52;    0;     ;  145;     ;     ;   91;  128;  212;   13;     ;     ;     ;     ;     ;     ;   70;     ;     ;     ;    6;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00700  ;  157;     ;     ;  100;  124;  215;   13;   19;   19;     ;    3;    3;    3;    3;    3;    3;    3;    2;    1;    0;    3;    2;    3;   69;  304;    0;    0;     ;    3;    6;     ;    2;    2;    2;    0;    3;    0;    0;    3;    4;    4;    0;    6;    0;    2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   55;   55;     ;     ;  159;   60;    0;     ;  160;  150;  108;   89;  127;  213;   15;     ;   10;     ;    7;    5;    0;   62;    0;    3;     ;   11;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00800  ;  166;     ;     ;   99;  122;  215;   13;   21;     ;     ;    3;    3;    3;    3;    3;    3;    3;    3;    1;    0;    3;    2;    3;   65;  308;    0;     ;     ;   10;     ;     ;    2;    6;    4;    0;   10;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   54;   54;     ;     ;  180;   58;    0;     ;  172;     ;     ;   87;  125;  216;   15;     ;     ;     ;     ;     ;     ;   57;     ;     ;     ;   20;    0;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 00900  ;  170;     ;     ;   96;  119;  215;   14;   22;     ;     ;    4;    4;    4;    4;    4;    4;    3;    3;    0;    1;    3;    3;    4;   62;  287;    0;     ;     ;   19;     ;     ;    2;   12;    7;    0;   19;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    1;    0;     ;     ;   48;   48;     ;     ;  188;   55;    0;     ;  180;     ;     ;   83;  123;  221;   16;     ;     ;     ;     ;     ;     ;   53;     ;     ;     ;   31;    1;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 01000  ;  172;  176;   82;   95;  117;  216;   14;   23;   24;   24;    4;    4;    4;    4;    4;    4;    4;    4;    0;    1;    4;    3;    4;   60;  275;    0;    0;    1;   26;   35;   35;    2;   18;    9;    1;   26;    0;    0;    5;   24;   17;    1;   35;    0;    0;    9;   24;   20;    2;   35;    0;    2;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    1;    1;     ;   41;   41;     ;     ;  185;   52;    0;     ;  185;  183;  104;   82;  120;  225;   16;     ;     ;   17;     ;     ;     ;   51;    1;    1;     ;   36;    1;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 01100  ;  171;     ;     ;   96;  115;  218;   14;   22;     ;     ;    4;    5;    5;    4;    5;    5;    4;    4;    1;    2;    4;    3;    5;   61;  279;    0;     ;     ;   29;     ;     ;    3;   20;    9;    1;   29;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    0;     ;     ;   36;   36;     ;     ;  167;   49;    0;     ;  185;     ;     ;   84;  117;  229;   15;     ;     ;     ;     ;     ;     ;   52;     ;     ;     ;   35;    1;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 01200  ;  168;     ;     ;   98;  114;  222;   13;   21;     ;     ;    4;    5;    6;    4;    5;    5;    4;    5;    2;    3;    3;    3;    5;   63;  291;    0;     ;     ;   30;     ;     ;    4;   22;    8;    1;   30;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   10;    1;     ;     ;   31;   31;     ;     ;  141;   45;    0;     ;  182;     ;     ;   89;  115;  231;   14;     ;     ;     ;     ;     ;     ;   55;     ;     ;     ;   31;    1;    0;
MSWRMOS ;mix  2015090218;062860  ;2015-09-03;02:00; 01300  ;  165;     ;     ;  100;  113;  226;   13;   21;   24;     ;    4;    6;    6;    4;    6;    6;    4;    5;    3;    3;    3;    3;    6;   65;  303;    0;    0;     ;   31;   54;     ;    5;   23;    8;    1;   31;    0;    0;   11;   43;   21;    3;   54;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   13;    1;     ;     ;   26;   26;     ;     ;  110;   41;    0;     ;  180;  184;  111;   94;  112;  234;   14;     ;   62;     ;   59;   18;    0;   57;    5;    6;     ;   26;    1;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; OBS    ;  104;     ;     ;  101;  149;  220;    2;    4;     ;     ;     ;    7;    7;     ;    7;     ;     ;    7;     ;     ;     ;     ;    7;   98;     ;    0;     ;     ;    0;     ;     ;    0;    0;    0;    0;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00100  ;   99;     ;     ;   96;  146;  214;    2;    3;    4;     ;    4;    6;    6;    4;    6;    6;    4;    6;    0;    5;    3;    1;    5;   98;   43;    6;    6;     ;    2;    2;     ;    0;    1;    1;    0;    2;    0;    0;    0;    1;    1;    0;    2;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;    0;    0;     ;     ;     ;     ;   14;     ;   91;     ;     ;   78;  145;  225;    3;     ;   63;     ;    0;   63;    0;   91;    0;    0;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00200  ;   88;     ;     ;   88;  144;  213;    2;    4;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    1;    3;    3;    1;    4;  100;   29;   17;     ;     ;    4;     ;     ;    0;    3;    1;    0;    4;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;    0;    0;     ;     ;     ;     ;   17;     ;   92;     ;     ;   79;  143;  218;    3;     ;     ;     ;     ;     ;     ;   91;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00300  ;   88;     ;     ;   86;  143;  206;    2;    4;     ;     ;    4;    4;    4;    4;    3;    3;    4;    3;    1;    3;    2;    1;    3;   99;   28;   20;     ;     ;    2;     ;     ;    0;    1;    1;    0;    2;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;    7;    7;     ;     ;     ;     ;   10;     ;   94;     ;     ;   80;  142;  211;    4;     ;     ;     ;     ;     ;     ;   91;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00400  ;  103;  135;   79;   93;  141;  199;    3;    4;    5;    6;    3;    3;    3;    3;    3;    3;    3;    3;    0;    2;    2;    1;    2;   94;   50;   17;   28;   28;    2;    4;    4;    0;    0;    2;    0;    2;    0;    0;    1;    4;    4;    1;    4;    0;    0;    1;    4;    4;    1;    4;    0;    0;    1;    4;    4;    1;    4;    0;    0;  100;    4;    1;    0;    0;    8;   31;   31;   42;     ;   19;   33;    5;    0;  101;  131;   81;   82;  140;  208;    6;     ;     ;   32;     ;     ;     ;   87;    0;    0;   56;    0;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00500  ;  122;     ;     ;   95;  140;  211;    5;    8;     ;     ;    3;    3;    3;    3;    3;    3;    3;    3;    0;    2;    2;    1;    3;   84;  127;    4;     ;     ;    2;     ;     ;    0;    1;    1;    0;    2;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   41;   41;     ;     ;   56;   42;    3;     ;  117;     ;     ;   84;  138;  213;    7;     ;     ;     ;     ;     ;     ;   80;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00600  ;  141;     ;     ;   97;  140;  217;    6;   11;     ;     ;    3;    3;    3;    3;    3;    3;    3;    3;    0;    2;    2;    1;    3;   75;  207;    3;     ;     ;    0;     ;     ;    0;    0;    0;    0;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   52;   52;     ;     ;  104;   51;    1;     ;  139;     ;     ;   85;  137;  223;    9;     ;     ;     ;     ;     ;     ;   70;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00700  ;  156;     ;     ;   98;  139;  220;    8;   13;   13;     ;    3;    3;    3;    3;    3;    3;    3;    3;    0;    1;    2;    2;    3;   69;  268;    0;    4;     ;    1;    2;     ;    0;    0;    1;    0;    0;    0;    0;    0;    1;    2;    0;    2;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   58;   58;     ;     ;  160;   60;    0;     ;  156;  143;   90;   85;  135;  230;   11;     ;    3;     ;    1;    1;    0;   62;    0;    0;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00800  ;  165;     ;     ;   97;  136;  220;    9;   15;     ;     ;    3;    4;    4;    3;    4;    3;    3;    3;    0;    1;    2;    3;    4;   64;  307;    0;     ;     ;    5;     ;     ;    1;    1;    4;    1;    5;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   54;   54;     ;     ;  182;   58;    0;     ;  168;     ;     ;   84;  133;  233;   12;     ;     ;     ;     ;     ;     ;   57;     ;     ;     ;    4;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 00900  ;  169;     ;     ;   95;  133;  221;    9;   17;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    0;    1;    3;    4;    4;   62;  328;    0;     ;     ;   12;     ;     ;    1;    2;   11;    2;   12;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   45;   45;     ;     ;  193;   56;    0;     ;  175;     ;     ;   81;  131;  234;   12;     ;     ;     ;     ;     ;     ;   54;     ;     ;     ;    8;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 01000  ;  170;  175;   84;   93;  130;  222;    9;   17;   18;   18;    4;    5;    5;    4;    5;    5;    4;    5;    1;    1;    3;    4;    5;   61;  344;    0;    0;    4;   18;   24;   24;    1;    4;   15;    4;   18;    0;    0;    3;    6;   24;    4;   24;    0;    0;    3;    7;   24;    4;   24;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;    1;    0;    0;     ;   37;   37;     ;     ;  192;   54;    0;     ;  179;  177;   81;   80;  129;  235;   12;     ;     ;    5;     ;     ;     ;   52;    0;    0;     ;   10;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 01100  ;  168;     ;     ;   93;  127;  225;    9;   18;     ;     ;    5;    5;    5;    4;    5;    5;    4;    5;    1;    1;    3;    4;    5;   61;  359;    0;     ;     ;   23;     ;     ;    1;    6;   17;    4;   23;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    2;    0;     ;     ;   34;   34;     ;     ;  174;   50;    0;     ;  180;     ;     ;   81;  127;  237;   12;     ;     ;     ;     ;     ;     ;   52;     ;     ;     ;   10;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 01200  ;  164;     ;     ;   94;  126;  229;    9;   17;     ;     ;    5;    5;    6;    4;    5;    5;    4;    5;    2;    2;    3;    4;    5;   63;  371;    0;     ;     ;   27;     ;     ;    2;   11;   16;    4;   27;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;     ;     ;   32;   32;     ;     ;  147;   46;    0;     ;  178;     ;     ;   83;  125;  239;   12;     ;     ;     ;     ;     ;     ;   54;     ;     ;     ;    9;    0;    0;
MSWRMOS ;mix  2015090218;062900  ;2015-09-03;02:00; 01300  ;  160;     ;     ;   95;  124;  234;    8;   17;   19;     ;    5;    6;    6;    4;    6;    6;    4;    5;    2;    3;    3;    4;    6;   65;  383;    0;    0;     ;   30;   49;     ;    2;   16;   15;    4;   30;    0;    0;    5;   33;   48;   13;   49;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    4;    0;     ;     ;   30;   30;     ;     ;  115;   42;    0;     ;  176;  182;   95;   85;  123;  241;   13;     ;   34;     ;   33;    9;    0;   55;    5;    5;     ;    9;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; OBS    ;  134;     ;     ;  110;  156;   30;    2;    6;     ;     ;     ;    8;    8;     ;    8;     ;     ;    8;     ;     ;     ;     ;    8;   85;     ;    0;     ;     ;  100;     ;     ;    0;    0;  100;  100;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00100  ;  132;     ;     ;  110;  150;  226;    6;    9;   14;     ;    3;    6;    6;    3;    6;    6;    3;    6;    0;    2;    3;    5;    6;   86;  285;    0;    0;     ;   52;   95;     ;    4;   10;   42;    0;   52;    0;    0;    4;   10;   95;   92;   79;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    1;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  123;     ;     ;   89;  145;  225;    7;     ;    8;     ;    0;    8;    0;   80;    2;    9;     ;    2;    0;    0;
